Price,Acreage,Amenities_rating,Floors,days_since_min,Rooms,Distance_to_center
5.3,64,6.0,2,358,4,9.218796574570359
4.7,42,4.8,3,358,7,6.26798947167188
4.95,68,3.0,2,358,8,10.527530422973213
3.0,52,3.3,2,358,3,9.358332682661967
6.0,80,1.5,3,358,8,3.1355309029100744
2.5,20,3.3,3,358,4,3.494470224021991
4.9,40,2.7,3,358,4,6.9247897538086844
9.5,116,6.0,4,358,6,9.418653578000788
2.99,80,4.2,2,356,5,3.1355309029100744
3.0,40,3.3,2,356,5,10.527530422973213
8.3,72,4.8,3,356,8,3.294632599631027
4.7,110,4.8,2,356,6,13.071705944083835
10.6,70,3.0,2,356,9,3.294632599631027
7.38,108,3.0,3,357,8,7.621127302391137
5.0,35,6.0,3,357,6,4.064113191301924
4.0,110,4.2,1,357,10,11.730971191037824
5.2,42,4.8,3,357,8,3.294632599631027
1.9,23,1.5,2,357,2,3.1355309029100744
5.0,50,6.0,3,357,5,4.064113191301924
4.95,43,6.0,2,356,7,4.108870179236639
4.8,45,6.0,3,356,7,3.294632599631027
6.8,110,6.0,4,355,12,10.527530422973213
10.58,100,3.3,3,355,9,7.621127302391137
5.2,38,4.8,3,355,9,3.294632599631027
5.5,30,6.0,3,355,7,3.4460480564865783
4.2,78,3.0,2,355,5,8.255172268726085
3.99,80,6.0,2,355,5,3.1355309029100744
3.6,30,6.0,2,355,4,4.3270561004124914
5.0,32,4.5,2,355,7,2.2311509565863226
5.95,48,1.5,3,354,5,7.428941042902433
2.6,44,0.0,1,354,3,9.380732657736228
5.1,68,3.0,4,354,7,12.756592809789007
4.85,60,3.0,4,354,9,12.198044368654719
4.8,40,6.0,3,354,4,4.064113191301924
4.4,45,6.0,2,355,5,4.064113191301924
8.86,100,3.0,3,353,7,7.621127302391137
13.5,102,4.8,3,353,9,3.1355309029100744
6.5,56,4.8,2,354,8,8.81659846719767
4.7,40,6.0,3,354,6,3.9846711457721953
6.85,55,4.5,3,354,8,3.294632599631027
3.85,75,2.7,1,354,5,11.176324288043299
5.0,47,6.0,2,353,4,2.7880205401840907
5.85,49,4.8,4,353,8,4.064113191301924
3.32,38,4.8,3,353,10,2.54748852921605
3.7,40,3.3,2,353,4,6.9247897538086844
3.3,22,3.3,3,353,6,3.294632599631027
6.0,51,6.0,3,353,4,7.621127302391137
6.0,30,2.7,3,353,4,7.621127302391137
3.86,86,3.0,3,353,7,10.527530422973213
2.69,60,6.0,1,353,3,12.925664769899278
5.85,45,3.0,4,353,6,3.230931057384702
2.1,26,4.5,2,352,4,12.925664769899278
0.55,55,2.7,1,352,4,18.98310410116451
13.9,60,4.8,2,352,6,5.700976069814315
3.0,86,3.0,2,351,4,16.621289561777363
3.8,60,2.7,2,352,4,3.1355309029100744
6.0,65,4.2,4,352,8,7.994076389061518
3.4,50,1.5,2,352,4,10.527530422973213
6.3,60,1.5,2,352,4,4.040011618024131
1.89,15,4.8,3,352,4,3.4606641519698815
4.0,56,4.8,2,352,3,16.698955481271067
4.675000000000001,85,4.8,3,352,9,3.1355309029100744
5.25,76,4.8,2,352,4,2.5100032577584352
6.7,53,4.8,2,352,6,3.4606641519698815
5.5,80,6.0,3,351,7,10.527530422973213
5.0,80,4.8,3,351,7,10.527530422973213
6.0,30,6.0,2,351,5,7.621127302391137
5.68,68,4.8,4,351,8,10.527530422973213
2.8,40,2.7,2,351,4,13.140638757107189
0.5,100,0.0,1,351,4,16.698955481271067
6.5,47,4.8,3,351,8,8.154934469568547
3.8,61,6.0,2,351,5,10.527530422973213
2.95,39,4.2,4,351,5,8.500250752389098
4.18,47,1.5,3,351,7,6.726132357871354
5.25,84,1.5,2,351,4,3.6823625082903977
4.0,55,4.8,2,339,4,12.925664769899278
7.1,44,4.5,2,350,4,4.064113191301924
3.1,36,6.0,2,350,5,10.527530422973213
3.8,21,3.3,3,351,5,3.294632599631027
6.8,68,4.2,2,351,3,4.188648713105865
3.8,60,2.7,2,351,4,3.1355309029100744
3.0,44,4.5,2,351,3,8.104407994871682
3.8,25,4.8,3,351,4,3.5565982346387166
12.8,104,4.2,3,351,9,9.358332682661967
4.25,55,4.8,2,351,5,6.9247897538086844
2.95,46,1.5,2,351,4,6.9247897538086844
0.55,75,2.7,1,350,2,20.663223395951263
3.4,70,3.3,2,350,5,8.686030565688094
3.3,39,2.7,2,350,4,7.621127302391137
3.5,50,1.5,2,350,4,8.708784651480793
4.675000000000001,55,4.8,3,350,9,3.1355309029100744
3.7,47,4.5,2,349,4,3.741814620536606
12.5,55,4.8,4,349,8,4.064113191301924
2.0,80,1.5,2,349,7,10.315326212368088
1.9,23,1.5,2,349,3,9.963248708615543
3.3,32,3.0,2,349,4,10.527530422973213
3.2,32,3.0,2,349,4,10.527530422973213
5.95,62,3.0,3,350,7,7.621127302391137
5.8,86,1.5,4,350,8,10.527530422973213
4.675000000000001,55,4.8,4,350,12,13.6069731773747
3.15,36,6.0,2,350,5,10.527530422973213
3.2,77,6.0,2,350,5,10.940732366738077
2.6,52,1.5,2,350,3,12.463610643565753
2.4,38,4.8,3,349,4,4.064113191301924
2.2,36,4.5,2,349,4,4.286584968827553
6.7,53,4.8,2,349,6,3.4606641519698815
5.1,75,2.7,1,349,4,9.956327589255476
6.3,94,4.8,3,348,8,8.253236159685798
5.9,83,2.7,4,348,9,4.064113191301924
4.3,20,6.0,2,348,8,3.294632599631027
6.0,96,3.0,2,349,5,7.621127302391137
8.7,54,4.8,3,348,9,5.609554429497919
5.2,72,4.5,1,348,4,8.927697086168749
6.5,92,3.0,2,348,9,10.527530422973213
3.42,55,4.8,2,346,4,2.8594099467892873
6.6,59,4.8,2,346,11,8.108812343177386
10.0,72,3.3,4,346,9,7.031684224173031
11.0,96,4.8,2,346,4,7.031684224173031
11.8,79,3.3,2,346,8,6.9247897538086844
3.8,31,4.8,3,346,4,3.578820004912738
5.68,115,1.5,2,346,7,10.527530422973213
6.7,105,4.8,2,347,8,5.609554429497919
4.9,35,4.8,2,347,4,4.167444143008261
7.3,35,3.0,3,347,6,4.9496115845939865
5.8,80,6.0,3,347,8,8.927697086168749
4.6,30,6.0,3,347,4,4.064113191301924
5.7,56,4.8,3,347,9,10.527530422973213
5.7,58,4.8,2,347,9,10.527530422973213
6.7,53,4.8,2,347,6,4.064113191301924
4.7,32,6.0,4,347,6,4.064113191301924
3.2,32,1.5,2,348,4,9.003092509899988
1.35,15,2.7,2,346,3,6.9247897538086844
6.5,55,4.5,1,346,8,9.358332682661967
4.39,30,4.8,2,346,7,2.8822584485057607
2.68,21,6.0,3,346,5,9.883424325046047
7.85,82,3.0,2,346,8,2.9818974519198185
7.5,84,6.0,2,345,12,5.819882262243049
2.75,17,1.5,3,345,5,3.133524671888149
6.3,46,4.8,2,345,6,5.609554429497919
7.8,70,4.5,2,345,4,5.197762532810751
9.9,86,4.2,3,345,9,7.0676862229071356
5.7,117,4.8,4,345,8,5.609554429497919
3.9,22,6.0,4,345,5,4.064113191301924
4.1,25,6.0,4,345,7,4.064113191301924
4.25,52,3.0,2,346,4,7.621127302391137
6.25,65,6.0,4,346,9,9.788883255497614
1.6,17,2.7,1,345,4,12.463610643565753
8.38,90,4.8,4,344,9,7.621127302391137
2.9,26,4.8,3,344,4,2.8376587700474745
5.7,68,6.0,2,344,10,4.174255877141031
8.5,62,1.5,2,344,6,5.197762532810751
2.6,32,3.3,2,344,3,3.294632599631027
3.4,25,4.5,2,344,3,4.064113191301924
3.4,33,1.5,2,344,4,4.025319284475587
4.5,120,4.8,2,344,4,17.306262630546485
7.0,68,6.0,2,345,11,10.527530422973213
9.6,87,4.8,2,345,11,10.527530422973213
2.5,30,2.7,2,345,4,7.621127302391137
4.0,28,4.8,4,345,6,4.064113191301924
7.0,90,6.0,2,343,7,9.358332682661967
10.8,54,3.3,3,343,7,1.9350582610440383
2.3,35,3.3,2,343,4,3.294632599631027
5.0,49,3.3,2,343,8,6.9247897538086844
2.8,25,1.5,2,343,4,4.064113191301924
6.5,38,4.8,3,343,6,1.9350582610440383
3.2,90,1.5,2,343,5,10.240431817143143
4.7,55,4.8,4,343,6,10.527530422973213
3.7,20,6.0,3,343,5,3.294632599631027
3.8,40,2.7,2,343,4,5.197762532810751
5.5,55,3.0,3,343,12,5.885238031780981
10.9,75,4.8,3,343,10,5.609554429497919
0.68,55,2.7,2,343,4,18.48350220489727
13.38,78,1.5,2,343,9,7.621127302391137
4.2,18,4.8,4,343,6,3.0689366159164813
5.7,49,4.8,2,342,4,8.326226181980745
4.5,34,4.5,2,342,4,4.055490896391994
5.95,64,2.7,4,342,9,12.463610643565753
3.3,35,4.8,2,342,4,9.25113461303231
6.0,83,4.8,2,342,8,4.064113191301924
5.9,40,4.8,4,342,9,9.25113461303231
5.5,55,4.8,3,342,11,9.358332682661967
10.88,118,3.3,2,342,11,7.621127302391137
11.95,103,4.8,3,343,6,5.609554429497919
4.975,40,1.5,2,343,2,1.0033381358797573
5.5,38,4.8,3,343,9,3.294632599631027
7.5,21,4.8,3,343,5,4.064113191301924
4.2,20,3.3,3,343,5,3.294632599631027
2.65,17,1.5,3,343,4,4.064113191301924
7.5,87,6.0,3,343,9,3.294632599631027
3.7,20,3.0,3,343,5,3.0529369801925923
3.2,30,4.5,2,342,5,7.621127302391137
6.5,42,6.0,4,342,7,3.5875272974412633
5.4,55,4.8,2,342,6,7.621127302391137
4.9,36,4.8,3,342,4,4.100462116034772
6.48,86,1.5,4,341,8,10.527530422973213
9.8,50,6.0,3,341,8,3.8079215418877617
4.5,40,2.7,2,341,4,14.161935858474264
3.6,45,4.8,4,341,8,3.1629822748960716
3.68,30,3.0,2,341,7,3.294632599631027
7.5,72,6.0,2,341,5,4.064113191301924
3.6,45,4.8,4,341,8,2.915764724586937
2.9,42,4.8,2,341,4,2.54748852921605
2.2,15,4.2,3,340,4,6.9247897538086844
4.08,49,3.0,2,340,4,7.621127302391137
5.8,100,3.3,1,340,3,10.315326212368088
4.85,41,3.0,4,340,8,7.4425190442591855
6.1,42,3.3,4,340,8,9.08938587444684
7.0,58,6.0,2,340,4,4.064113191301924
3.4,31,4.5,2,340,5,7.621127302391137
12.5,101,4.8,2,340,5,7.621127302391137
10.7,95,6.0,2,340,5,7.621127302391137
3.5,15,4.8,3,340,5,4.064113191301924
5.9,45,6.0,2,339,4,4.064113191301924
4.55,64,3.3,1,339,2,10.527530422973213
2.27,43,4.5,2,339,4,3.163125562631808
4.8,38,6.0,2,339,4,4.064113191301924
9.8,72,4.8,4,339,11,7.621127302391137
7.5,66,2.7,3,339,7,4.064113191301924
5.7,60,6.0,2,339,6,4.902877342184845
2.9,38,6.0,2,339,8,4.064113191301924
5.2,68,6.0,4,340,7,9.121850715074856
5.95,65,4.2,3,340,9,5.609554429497919
7.3,74,1.5,3,338,6,9.563127384633702
9.2,80,4.8,4,338,8,6.9247897538086844
5.2,66,3.0,2,338,5,8.199601763571774
5.3,65,4.8,2,338,5,8.199601763571774
8.38,72,4.8,4,339,8,10.527530422973213
3.18,78,1.5,2,338,7,10.527530422973213
4.9,46,0.0,2,338,4,9.563127384633702
5.9,72,1.5,3,338,8,6.9247897538086844
4.5,38,3.3,4,338,7,7.620179620794104
3.9,90,6.0,1,338,6,12.585387391040532
3.85,72,3.3,2,338,5,14.345453448432472
4.8,40,6.0,2,338,4,4.064113191301924
3.6,55,2.7,1,337,3,10.527530422973213
4.7,55,4.8,3,337,13,10.527530422973213
4.5,56,2.7,2,337,5,10.736836811320378
8.5,55,6.0,2,337,5,10.527530422973213
3.5,31,4.2,2,337,4,7.621127302391137
0.68,55,4.2,1,337,4,20.13283263671855
2.7,45,1.5,1,337,4,10.240431817143143
14.0,80,6.0,3,337,7,6.9247897538086844
6.98,65,2.7,2,336,6,4.064113191301924
3.5,64,3.0,1,336,3,5.609554429497919
11.5,100,4.8,2,336,10,9.883424325046047
3.85,72,3.3,2,337,5,3.1355309029100744
5.5,68,4.2,3,337,8,6.9247897538086844
6.3,42,2.7,3,337,7,2.8376587700474745
8.3,93,4.8,3,337,5,7.805879249306826
3.68,56,3.0,2,336,4,11.59468090672513
5.0,45,3.3,4,336,8,7.805879249306826
1.75,17,4.8,2,336,4,10.44250784831925
4.8,52,6.0,3,336,7,3.1355309029100744
7.0,90,3.3,3,336,9,9.831831329111958
1.8,50,0.0,2,336,5,14.161935858474264
5.925000000000001,90,3.0,2,335,12,3.0347457104326856
5.0,52,2.7,1,335,4,8.708784651480793
6.0,44,4.8,3,335,10,6.9247897538086844
10.8,64,4.8,4,335,13,6.9247897538086844
4.9,45,4.2,2,335,5,7.621127302391137
10.8,51,4.8,2,335,7,3.733490314510068
7.28,68,3.3,2,334,9,7.621127302391137
3.6,55,2.7,4,334,9,2.799895536772418
2.9,35,3.3,2,334,4,2.98831288300073
13.5,91,4.8,4,334,9,11.033664544415082
6.28,90,4.8,2,333,7,10.527530422973213
0.6,100,1.5,1,333,4,18.48350220489727
2.5,52,1.5,1,333,4,7.354360592888426
8.25,61,4.8,2,333,10,7.857925174484818
8.2,100,3.3,2,333,6,9.556569002071953
4.675000000000001,60,4.8,2,332,6,3.1355309029100744
5.95,49,3.3,3,332,8,3.294632599631027
9.6,77,4.8,3,332,12,3.3025790676540505
6.8,95,4.5,2,332,6,4.064113191301924
5.9,55,4.8,2,332,6,4.064113191301924
9.5,76,3.0,1,333,6,5.609554429497919
1.5,16,1.5,2,333,4,14.1856077798115
5.2,72,4.8,4,332,6,4.064113191301924
5.7,70,4.2,3,332,5,6.0484061756521
6.7,120,4.2,4,332,4,10.240431817143143
4.7,70,4.2,2,332,4,2.2222720205120945
11.0,72,6.0,4,332,8,10.527530422973213
6.2,66,3.0,4,332,11,10.527530422973213
4.6,110,2.7,1,332,10,13.653832528176153
3.0,41,4.2,2,332,5,9.358332682661967
6.2,88,3.3,3,331,5,3.1355309029100744
5.1,52,2.7,1,331,4,8.708784651480793
5.25,60,4.8,2,331,8,4.064113191301924
3.35,45,0.0,2,331,4,14.1856077798115
6.9,68,4.8,4,331,11,13.51001769831675
5.7,55,4.8,3,331,8,5.609554429497919
4.5,75,2.7,2,332,6,6.422789212491066
0.105,52,2.7,2,332,3,4.064113191301924
6.8,72,3.0,3,331,8,9.074102406013361
6.4,72,1.5,4,331,10,11.074635093704
3.6,54,4.8,2,330,9,3.82785021692461
4.5,56,4.8,3,330,7,11.250352857094816
10.0,86,4.8,2,330,6,10.066866340975402
5.5,55,3.3,3,330,10,6.943351335813463
6.5,62,4.2,4,330,8,7.621127302391137
1.15,120,2.7,1,330,4,18.48350220489727
5.9,60,4.8,4,330,8,6.9247897538086844
3.3,26,3.3,3,330,4,3.4611630855894937
8.4,55,4.8,2,329,8,4.064113191301924
5.925000000000001,70,3.0,2,329,11,3.294632599631027
4.55,45,3.3,2,329,6,5.609554429497919
10.0,55,1.5,2,329,6,7.297628115569951
10.5,88,2.7,2,330,7,7.621127302391137
2.75,46,4.8,4,329,3,8.036707460614899
3.2,41,4.8,2,329,4,7.892502103575923
0.53,80,1.5,1,329,4,18.497298734581015
12.8,115,4.8,3,329,7,9.358332682661967
2.8,48,6.0,2,329,4,9.901971262071687
4.2,85,6.0,2,329,14,10.259011376398135
6.5,55,3.3,2,329,8,6.3813597095257295
4.95,60,2.7,2,328,3,4.064113191301924
4.5,60,2.7,2,328,7,9.89330765171485
4.6,60,1.5,4,328,8,7.621127302391137
2.6,25,1.5,2,328,2,4.943340325129056
8.3,77,3.3,2,328,9,7.796165557251523
1.95,35,4.5,2,327,3,10.240431817143143
4.5,48,4.8,2,327,6,10.527530422973213
9.0,84,4.8,4,326,12,3.732955175020757
4.0,60,4.8,2,327,4,9.291914442198387
3.96,60,4.8,3,327,7,4.064113191301924
3.96,110,1.5,3,327,6,3.294632599631027
10.0,55,4.8,2,326,8,4.064113191301924
0.69,55,1.5,1,326,5,18.48350220489727
3.9,40,4.5,2,326,4,8.920380115477014
7.0,52,3.3,2,326,4,5.609554429497919
6.28,74,4.8,2,281,6,7.031684224173031
2.27,92,3.0,2,286,9,9.42882930721009
7.5,85,4.5,4,314,12,9.42882930721009
11.5,60,4.8,2,315,12,6.3813597095257295
8.5,112,1.5,2,320,3,2.931153018049631
5.25,100,6.0,2,322,11,3.76955422673742
7.0,100,1.5,2,325,4,10.527530422973213
3.7,36,4.8,1,325,4,5.609554429497919
6.0,80,2.7,2,325,7,6.9247897538086844
13.0,100,6.0,4,325,9,14.853328838137683
4.975,69,1.5,4,325,6,1.0033381358797573
10.8,64,4.8,2,325,13,9.347757315241083
0.65,84,2.7,1,325,4,18.48350220489727
6.2,71,4.8,4,325,8,3.294632599631027
11.0,95,1.5,1,325,6,3.25919555845729
2.8,27,3.0,2,323,4,4.2465446894185055
0.76,44,0.0,1,323,4,18.48350220489727
3.7,50,1.5,2,323,4,8.708784651480793
4.9,47,1.5,2,323,4,7.799065176381511
0.79,55,4.2,1,323,6,24.71948639100581
11.8,62,1.5,4,323,13,3.5294785958284662
12.0,89,4.8,2,323,12,4.064113191301924
4.8,44,1.5,2,324,4,8.241803310037485
4.5,57,4.2,3,324,5,8.117585166737584
4.5,57,3.0,2,324,5,5.609554429497919
2.6,102,3.0,2,324,5,12.463610643565753
4.35,50,3.3,2,324,5,5.430050548394127
2.8,27,3.0,2,324,4,3.721561612932568
9.3,75,3.0,2,324,7,6.9247897538086844
5.925000000000001,60,4.8,4,324,9,3.294632599631027
2.55,27,1.5,2,324,3,7.621127302391137
5.7,120,1.5,3,324,8,5.609554429497919
4.4,55,4.8,2,324,3,17.306262630546485
5.3,62,6.0,4,322,8,10.240431817143143
3.99,28,1.5,3,322,6,9.003092509899988
3.87,56,3.0,2,322,5,17.306262630546485
2.3,21,3.3,2,323,4,8.108812343177386
4.8,56,4.8,4,323,8,14.1856077798115
4.35,50,4.8,2,323,5,5.430050548394127
3.68,30,4.8,2,323,7,3.294632599631027
4.7,42,1.5,3,322,8,7.621127302391137
6.0,56,3.3,4,322,10,9.416395443708812
7.5,96,6.0,3,322,9,11.302114563806875
7.5,80,4.8,3,322,9,9.927790463617411
5.0,40,6.0,4,322,8,9.278099901090464
0.85,55,2.7,2,322,5,18.48350220489727
3.1,58,2.7,2,322,4,10.240431817143143
3.38,73,4.5,2,322,4,10.240431817143143
7.2,110,4.8,3,321,6,10.700284297355271
12.0,90,4.8,2,321,12,4.064113191301924
2.8,112,1.5,3,321,4,11.208197906420544
2.9,24,4.5,2,321,4,8.031947490416782
2.9,24,4.5,2,321,4,6.297151799268866
2.3,80,3.3,2,321,4,10.240431817143143
5.1,52,1.5,1,320,5,7.621127302391137
10.9,88,4.2,3,305,7,10.276479299850402
4.4,35,1.5,2,318,4,4.634004113373419
0.535,55,4.2,1,319,5,35.887813661202756
5.5,55,4.8,4,319,8,7.621127302391137
0.7849999999999999,55,4.8,3,319,4,17.306262630546485
8.3,44,4.8,4,319,9,6.058497137003884
0.69,55,4.5,1,319,5,18.48350220489727
2.25,22,6.0,3,320,6,3.2550799106718986
1.95,27,6.0,2,320,4,6.9247897538086844
6.1,68,3.3,3,318,6,5.609554429497919
5.0,40,4.8,4,318,7,5.609554429497919
0.62,120,6.0,1,318,4,20.13283263671855
8.6,92,3.0,1,318,5,9.138253976795422
6.95,55,4.8,2,252,12,5.609554429497919
4.0,60,4.8,4,317,6,10.527530422973213
3.0,50,1.5,1,317,4,35.887813661202756
3.85,45,0.0,2,317,4,5.856132167721989
3.1,68,4.8,1,317,2,10.240431817143143
4.5,60,6.0,1,317,4,7.621127302391137
2.1,16,1.5,2,318,4,6.9247897538086844
10.2,86,2.7,2,317,11,8.765723794732201
5.7,55,4.8,3,317,10,5.609554429497919
3.6,62,3.3,2,316,6,9.416395443708812
2.8,63,2.7,1,316,7,12.395710195424796
2.3,26,4.5,2,316,4,10.240431817143143
0.65,52,2.7,2,315,4,18.48350220489727
5.5,123,4.2,2,315,11,7.330649778383122
0.158,126,1.5,2,316,9,1.4814968383870555
6.2,88,6.0,3,316,4,3.1355309029100744
14.0,100,4.8,3,316,8,7.949150461612263
5.3,49,2.7,2,316,12,6.9247897538086844
5.0,50,6.0,2,316,4,9.307298225977224
2.6,37,2.7,2,316,4,10.240431817143143
3.0,8,4.8,1,316,6,9.341636090090939
3.5,40,4.8,2,316,5,6.9247897538086844
0.266,55,4.8,2,315,6,3.76955422673742
5.5,87,3.3,2,314,6,6.9247897538086844
0.465,55,2.7,2,315,3,35.887813661202756
9.0,70,4.8,2,315,9,5.609554429497919
5.925000000000001,41,4.2,2,315,4,3.946774080326095
5.3,52,3.3,4,315,6,5.609554429497919
4.5,54,6.0,2,315,9,3.1355309029100744
3.2,35,3.3,2,314,4,9.158571576780725
10.2,81,6.0,3,314,11,5.609554429497919
5.5,123,4.8,3,314,12,9.358332682661967
6.9,88,4.8,4,313,10,5.71224894087829
2.3,26,4.5,2,313,6,3.1676861330939667
4.5,78,6.0,2,311,4,10.240431817143143
0.465,110,4.5,2,312,3,32.66480587426722
7.0,72,4.8,3,312,6,6.9247897538086844
6.9,90,4.8,4,312,10,3.9290021517962006
0.65,80,2.7,2,312,4,20.13283263671855
5.9,51,4.2,3,312,7,5.368048418759271
5.8,90,6.0,4,312,7,10.527530422973213
4.9,43,3.3,4,312,7,9.158571576780725
3.0,37,4.8,1,312,4,6.9247897538086844
3.8,48,1.5,2,312,4,7.621127302391137
4.6,40,6.0,1,312,2,4.404907447237366
7.0,70,4.8,2,312,11,2.9499415026704883
3.3,33,2.7,3,312,4,10.527530422973213
11.6,55,4.8,4,312,6,17.306262630546485
3.75,99,4.8,2,312,4,6.9247897538086844
5.0,56,4.8,2,312,7,9.72332783396359
3.0,40,4.5,2,313,4,9.416395443708812
4.75,16,3.0,3,313,4,3.023717385504793
4.7,44,1.5,4,311,8,7.3913589336584415
3.4,36,4.5,2,311,4,9.375097459479054
6.9,90,4.8,4,311,10,3.9290021517962006
4.3,44,6.0,3,311,6,5.627505249638852
5.4,50,6.0,3,310,6,2.549572710953866
5.0,38,3.3,4,310,7,9.003092509899988
4.4,68,4.5,2,310,4,10.116628115050043
5.7,44,4.8,2,310,4,10.527530422973213
6.2,49,1.5,2,310,10,6.9247897538086844
8.9,75,1.5,2,310,4,6.9247897538086844
13.8,55,4.8,3,310,8,7.396943353911295
4.9,54,4.2,2,311,4,7.621127302391137
8.2,88,4.2,3,311,8,11.726942618268362
0.85,64,4.2,2,311,8,13.191349975223588
5.925000000000001,68,4.8,3,311,4,3.294632599631027
5.0,40,1.5,3,310,8,6.9247897538086844
12.5,72,4.2,3,309,7,4.064113191301924
5.4,55,4.5,2,310,6,14.156396161063373
0.55,75,6.0,2,309,5,18.48350220489727
7.6,68,1.5,2,309,9,6.9247897538086844
4.5,43,6.0,2,309,5,6.9247897538086844
6.0,40,0.0,3,309,8,9.278099901090464
6.5,62,4.8,3,308,6,3.7633173755198728
0.218,25,6.0,3,309,5,3.76955422673742
4.4,43,6.0,3,308,8,6.9247897538086844
11.2,45,4.8,4,308,8,3.294632599631027
3.45,31,4.8,2,308,4,6.9247897538086844
4.0,44,4.8,4,308,7,5.854925269370598
5.2,42,4.8,4,308,5,7.857925174484818
5.4,55,6.0,1,308,3,7.621127302391137
10.5,61,4.8,2,308,4,4.064113191301924
0.55,44,4.5,2,308,5,18.48350220489727
0.5,81,4.2,1,304,4,16.698955481271067
0.545,96,6.0,1,305,5,25.229843819146495
3.7,19,4.8,2,307,5,1.762460472522546
6.0,100,6.0,4,308,10,7.621127302391137
10.5,55,6.0,3,307,9,6.955452264771563
5.9,55,4.2,3,307,10,4.064113191301924
3.86,52,2.7,2,306,4,10.137848716703981
4.0,110,6.0,1,307,5,3.1355309029100744
3.3,62,6.0,3,307,4,10.240431817143143
8.3,55,4.2,4,306,6,9.680100226249513
6.9,80,4.8,4,306,11,7.2571085806734486
4.95,43,6.0,2,305,7,3.837272115550356
2.15,24,6.0,1,305,5,18.48350220489727
4.9,49,6.0,3,305,8,4.86578763347953
4.95,60,3.3,2,305,5,1.0033381358797573
6.49,100,6.0,3,305,7,10.137848716703981
3.59,27,3.3,2,304,4,5.700976069814315
12.3,77,4.8,3,304,9,7.621127302391137
9.0,80,1.5,3,304,8,7.621127302391137
4.5,44,2.7,3,304,7,7.3788741127275985
8.9,100,4.8,3,304,8,3.294632599631027
4.35,38,4.2,3,304,6,7.621127302391137
4.99,36,4.2,3,304,7,7.312728981549248
4.65,55,4.8,3,304,8,10.485497328933455
0.55,77,6.0,1,304,6,12.925664769899278
3.4,48,6.0,2,304,6,10.824224754618909
12.5,70,4.8,3,299,9,1.9533371406846285
4.675000000000001,55,4.8,3,303,7,3.1355309029100744
5.09,96,6.0,2,303,5,10.137848716703981
8.3,49,6.0,3,303,5,3.593033763691668
2.98,54,6.0,1,303,5,10.137848716703981
4.2,39,4.5,2,303,4,7.365012245363046
7.0,90,1.5,3,303,9,9.788883255497614
5.0,53,2.7,3,303,7,3.1355309029100744
5.9,60,3.3,3,302,5,4.0074566577367134
4.6,64,3.3,1,302,8,4.6430179894007795
4.8,81,4.8,1,303,4,5.609554429497919
4.7,50,3.3,2,303,4,6.9247897538086844
6.5,72,3.3,2,301,5,5.609554429497919
13.5,63,3.0,4,301,9,2.348622885402566
5.45,66,4.8,3,302,7,6.9247897538086844
7.6,45,4.8,2,302,7,9.927790463617411
1.025,96,6.0,1,302,4,16.54562088366305
0.75,125,6.0,2,302,6,18.657284793774796
4.1,40,3.0,2,301,4,9.121850715074856
4.2,52,4.2,2,301,6,9.358332682661967
5.8,55,1.5,2,301,6,10.330068136913873
6.0,56,3.0,3,301,9,7.639794609471116
9.7,43,6.0,3,291,8,2.679058619318657
12.0,56,4.8,4,298,8,5.609554429497919
8.2,52,6.0,3,298,8,3.294632599631027
9.49,98,6.0,2,298,8,3.734436699926185
4.35,56,4.8,2,299,4,9.416395443708812
9.7,60,3.0,2,299,10,4.064113191301924
4.6,55,1.5,2,299,5,5.609554429497919
1.38,15,4.2,3,299,4,3.1299002896192047
10.8,66,4.8,4,299,9,4.064113191301924
6.5,30,0.0,4,299,7,5.403038358733376
3.2,37,1.5,2,300,4,9.883424325046047
4.05,75,4.2,2,300,4,6.9247897538086844
4.29,60,4.8,2,300,5,5.700976069814315
10.5,55,6.0,3,300,9,6.955452264771563
5.8,28,6.0,4,300,5,3.294632599631027
9.6,48,4.8,2,300,6,3.294632599631027
4.6,46,4.2,2,300,10,7.621127302391137
2.75,21,1.5,3,300,4,9.883424325046047
3.7,80,1.5,2,300,6,9.358332682661967
5.5,33,3.3,2,301,6,9.89330765171485
7.0,88,3.3,2,301,6,9.6883785399336
12.324,55,4.8,2,298,10,10.527530422973213
4.54,47,6.0,4,297,7,5.700976069814315
4.0,28,4.5,4,297,7,3.5799876807870485
4.0,28,4.5,4,297,7,3.5799876807870485
11.5,80,4.8,4,297,8,4.064113191301924
12.9,106,4.8,4,297,10,6.9247897538086844
5.45,73,3.0,4,297,6,9.927790463617411
3.46,85,3.3,2,297,5,4.330329337184277
4.8,52,1.5,3,298,6,7.621127302391137
0.68,88,6.0,4,298,3,17.99758770782311
2.99,38,6.0,2,296,6,4.064113191301924
2.6,60,3.0,3,296,6,2.707252646120851
4.9,39,1.5,2,296,6,4.267615531352654
5.5,55,1.5,4,296,8,5.998479889313705
5.3,40,1.5,3,296,6,4.064113191301924
6.4,80,2.7,2,296,4,3.0076266637245106
5.5,55,2.7,3,297,6,9.358332682661967
3.0,34,1.5,2,297,4,7.621127302391137
6.9,56,3.3,4,296,8,5.609554429497919
0.95,53,4.5,2,296,4,19.0484932994895
6.2,77,4.8,2,295,7,11.776683628280988
7.6,80,4.8,2,295,14,9.845726733036543
5.2,65,4.8,1,295,5,9.365440301851562
5.1,59,4.8,2,296,4,8.225626623986296
